,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
858,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,247500.0,Top
859,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,172200.0,high
860,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,310000.0,Top
861,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,239000.0,Top
862,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
863,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,110000.0,mid
864,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,150000.0,high
865,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,100000.0,low
866,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149076.0,high
867,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,82365.0,low
868,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,146000.0,high
869,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,75000.0,low
870,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,139500.0,high
871,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,109400.0,mid
872,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,139500.0,high
873,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,109400.0,mid
874,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,149600.0,high
875,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,102000.0,mid
876,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,97218.0,low
877,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,48609.0,low
878,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,252000.0,Top
879,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,129000.0,mid
880,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,95000.0,low
881,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85500.0,low
882,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,185900.0,Top
883,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,121700.0,mid
884,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,150000.0,high
885,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,100000.0,low
886,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,145000.0,high
887,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
888,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,150000.0,high
889,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,97750.0,low
890,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,201000.0,Top
891,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,122000.0,mid
892,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,252000.0,Top
893,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,129000.0,mid
894,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120000.0,mid
895,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
896,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,116990.0,mid
897,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,82920.0,low
898,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,185900.0,Top
899,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,129300.0,mid
900,Mid/Intermediate level,Full-time,North America,On-Site,North America,SMALL,Other,200000.0,Top
901,Mid/Intermediate level,Full-time,North America,On-Site,North America,SMALL,Other,125000.0,mid
902,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,201000.0,Top
903,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,122000.0,mid
904,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204500.0,Top
905,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,142200.0,high
906,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,155000.0,high
907,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,140000.0,high
908,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,205920.0,Top
909,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,171600.0,high
910,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,121500.0,mid
911,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,78000.0,low
912,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,154000.0,high
913,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,116000.0,mid
914,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,190000.0,Top
915,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,136000.0,mid
916,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,78990.0,low
917,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,43809.0,low
918,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180000.0,high
919,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,110000.0,mid
920,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,275300.0,Top
921,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,183000.0,Top
922,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170000.0,high
923,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140000.0,high
924,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,154000.0,high
925,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,116000.0,mid
926,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,160000.0,high
927,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,130000.0,mid
928,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,200000.0,Top
929,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
930,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,175000.0,high
931,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,160000.0,high
932,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,127599.0,mid
933,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,103294.0,mid
934,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153600.0,high
935,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106800.0,mid
936,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,85000.0,low
937,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
938,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,225000.0,Top
939,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,156400.0,high
940,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,150000.0,high
941,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
942,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,163800.0,high
943,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,126000.0,mid
944,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,145000.0,high
945,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,90000.0,low
946,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204500.0,Top
947,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,142200.0,high
948,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,95000.0,low
949,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85500.0,low
950,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,167500.0,high
951,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
952,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,163800.0,high
953,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,126000.0,mid
954,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Management,155000.0,high
955,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Management,140000.0,high
956,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,250000.0,Top
957,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200000.0,Top
958,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,260000.0,Top
959,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,186000.0,Top
960,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,160000.0,high
961,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,130000.0,mid
962,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200000.0,Top
963,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,150000.0,high
964,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,48289.0,low
965,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,38631.0,low
966,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,150000.0,high
967,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,120000.0,mid
968,Entry level,Full-time,Asia,Half-Remote,Asia,MEDIUM,Data Engineering,30000.0,low
969,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,185000.0,Top
970,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,125000.0,mid
971,Entry level,Part-time,North America,Full-Remote,North America,SMALL,Data Engineering,36550.799999999996,low
972,Mid/Intermediate level,Full-time,South America,Full-Remote,South America,MEDIUM,Data Engineering,10106.432,low
973,Senior,Full-time,Europe,Full-Remote,Europe,LARGE,Other,75116.0,low
974,Executive level,Full-time,Asia,On-Site,Europe,LARGE,Management,112890.0,mid
975,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,175000.0,high
976,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,130000.0,mid
977,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,122000.0,mid
978,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,93800.0,low
979,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,150000.0,high
980,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,90000.0,low
981,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,165000.0,high
982,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,112000.0,mid
983,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Other,220000.0,Top
984,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,71897.0,low
985,Entry level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,64385.0,low
986,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204500.0,Top
987,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,142200.0,high
988,Senior,Full-time,Asia,Full-Remote,Asia,SMALL,Data Engineering,15806.0,low
989,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,200000.0,Top
990,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,175000.0,high
991,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,185900.0,Top
992,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,129300.0,mid
993,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,185900.0,Top
994,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,121700.0,mid
995,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204500.0,Top
996,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,142200.0,high
997,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,LARGE,Data Science,40000.0,low
998,Senior,Full-time,Asia,Half-Remote,Asia,MEDIUM,Other,29453.0,low
999,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180180.0,high
1000,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106020.0,mid
1001,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,136000.0,mid
1002,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,104000.0,mid
1003,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
1004,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,110000.0,mid
1005,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,153400.0,high
1006,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,122700.0,mid
1007,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,310000.0,Top
1008,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,239000.0,Top
1009,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,152380.0,high
1010,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,121904.0,mid
1011,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,185900.0,Top
1012,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,129300.0,mid
1013,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,247500.0,Top
1014,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,172200.0,high
1015,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,168400.0,high
1016,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,105200.0,mid
1017,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,128280.0,mid
1018,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,106900.0,mid
1019,Senior,Full-time,North America,Full-Remote,North America,LARGE,Other,204480.0,Top
1020,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140000.0,high
1021,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,100000.0,low
1022,Senior,Full-time,Europe,Full-Remote,Europe,SMALL,Other,107309.0,mid
1023,Senior,Full-time,Europe,Full-Remote,Europe,SMALL,Other,85847.0,low
1024,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,275000.0,Top
1025,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,174000.0,high
1026,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,139500.0,high
1027,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,109400.0,mid
1028,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,139500.0,high
1029,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,109400.0,mid
1030,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170500.0,high
1031,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,85000.0,low
1032,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Other,72946.0,low
1033,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Other,54365.0,low
1034,Executive level,Full-time,Europe,On-Site,Europe,MEDIUM,Management,160288.0,high
1035,Executive level,Full-time,Europe,On-Site,Europe,MEDIUM,Management,127467.0,mid
1036,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,80000.0,low
1037,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,65000.0,low
1038,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,124740.0,mid
1039,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,65488.0,low
1040,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,72200.0,low
1041,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,64980.0,low
1042,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153600.0,high
1043,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106800.0,mid
1044,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,179975.0,high
1045,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,86466.0,low
1046,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
1047,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90000.0,low
1048,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,51039.0,low
1049,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,42533.0,low
1050,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149076.0,high
1051,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,82365.0,low
1052,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,169000.0,high
1053,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,110600.0,mid
1054,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,175000.0,high
1055,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,120000.0,mid
1056,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,230000.0,Top
1057,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180000.0,high
1058,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153600.0,high
1059,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106800.0,mid
1060,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,140000.0,high
1061,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,120000.0,mid
1062,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,205920.0,Top
1063,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,171600.0,high
1064,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,165000.0,high
1065,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,125000.0,mid
1066,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,265000.0,Top
1067,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,185000.0,Top
1068,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,130000.0,mid
1069,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,178920.0,high
1070,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,LARGE,Other,38631.0,low
1071,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,95000.0,low
1072,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85500.0,low
1073,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,147100.0,high
1074,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,90700.0,low
1075,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,167580.0,high
1076,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,87980.0,low
1077,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,202000.0,Top
1078,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,135000.0,mid
1079,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,163800.0,high
1080,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,126000.0,mid
1081,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,163800.0,high
1082,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,126000.0,mid
1083,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,104000.0,mid
1084,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,65000.0,low
1085,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,230000.0,Top
1086,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,148000.0,high
1087,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,269000.0,Top
1088,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,158000.0,high
1089,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,197000.0,Top
1090,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106000.0,mid
1091,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,150000.0,high
1092,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,100000.0,low
1093,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,290000.0,Top
1094,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,210000.0,Top
1095,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,192000.0,Top
1096,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,172800.0,high
1097,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,300240.0,Top
1098,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200160.0,Top
1099,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,300240.0,Top
1100,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200160.0,Top
1101,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,175000.0,high
1102,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140000.0,high
1103,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,169000.0,high
1104,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,100000.0,low
1105,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,370000.0,Top
1106,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,245000.0,Top
1107,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,LARGE,Data Engineering,115447.0,mid
1108,Senior,Full-time,North America,Full-Remote,North America,SMALL,Data Engineering,110000.0,mid
1109,Senior,Full-time,North America,Full-Remote,North America,SMALL,Data Engineering,80000.0,low
1110,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,55000.0,low
1111,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,48000.0,low
1112,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,95000.0,low
1113,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85000.0,low
1114,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137500.0,mid
1115,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,81500.0,low
1116,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,323300.0,Top
1117,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,184700.0,Top
1118,Mid/Intermediate level,Full-time,Africa,On-Site,Africa,SMALL,Other,33451.649999999994,low
1119,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,186000.0,Top
1120,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,153088.0,high
1121,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,190000.0,Top
1122,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,160000.0,high
1123,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,200000.0,Top
1124,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,150000.0,high
1125,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,190000.0,Top
1126,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,183310.0,Top
1127,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,240000.0,Top
1128,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,180000.0,high
1129,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,200000.0,Top
1130,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,150000.0,high
1131,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,299500.0,Top
1132,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,245100.0,Top
1133,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,144000.0,high
1134,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,66000.0,low
1135,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,148500.0,high
1136,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,126277.0,mid
1137,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,228000.0,Top
1138,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,120000.0,mid
1139,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,180000.0,high
1140,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,90000.0,low
1141,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,126500.0,mid
1142,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,78000.0,low
1143,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180000.0,high
1144,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,160000.0,high
1145,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,272000.0,Top
1146,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,170000.0,high
1147,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,80000.0,low
1148,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,60000.0,low
1149,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,259000.0,Top
1150,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,146000.0,high
1151,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,200000.0,Top
1152,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,160000.0,high
1153,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,310000.0,Top
1154,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,239000.0,Top
1155,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,142000.0,high
1156,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,95000.0,low
1157,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,155000.0,high
1158,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,139500.0,high
1159,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,140000.0,high
1160,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120000.0,mid
1161,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,259000.0,Top
1162,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,146000.0,high
1163,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,109371.0,mid
1164,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,72914.0,low
1165,Entry level,Part-time,Europe,Full-Remote,Asia,LARGE,Data Engineering,17779.0,low
1166,Entry level,Full-time,South America,Full-Remote,South America,LARGE,Data Science,19522.0,low
